jittered_title,seed_title,onet_code,onet_name
Instrument and Control Technician - Water Treatment Plant,Instrument and Control Technician (I and C Technician),49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
I&C Technician - Chemical Processing Facility,Instrument and Control Technician (I and C Technician),49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
Instrumentation Controls Technician - Renewable Energy Systems,Instrument and Control Technician (I and C Technician),49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
Keno Writer / Attendant - Casino Floor,Keno Attendant,39-3012.00,Gambling and Sports Book Writers and Runners
"Gaming Attendant - Keno, Full-Time, Competitive Pay",Keno Attendant,39-3012.00,Gambling and Sports Book Writers and Runners
"Keno Attendant - Part-Time, Evening Shifts",Keno Attendant,39-3012.00,Gambling and Sports Book Writers and Runners
Lotto and Keno Attendant - Retail Lottery Outlet,Keno Attendant,39-3012.00,Gambling and Sports Book Writers and Runners
Keno and Bingo Attendant - Tribal Gaming Operation,Keno Attendant,39-3012.00,Gambling and Sports Book Writers and Runners
Wind Technician Leader - Renewable Energy (Travel Required),Wind Technician Leader,11-9199.09,Wind Energy Operations Managers
Senior Wind Turbine Technician Leader - O&M Operations,Wind Technician Leader,11-9199.09,Wind Energy Operations Managers
Wind Farm Operations Leader (Technician Team Lead) - Illinois,Wind Technician Leader,11-9199.09,Wind Energy Operations Managers
Lead Wind Technician - Field Services (Competitive Salary & Benefits),Wind Technician Leader,11-9199.09,Wind Energy Operations Managers
"Wind Technician Team Lead - blades, generators, and controls (Expertise Required)",Wind Technician Leader,11-9199.09,Wind Energy Operations Managers
Naturopathic Oncology Specialist - Integrative Cancer Care,Naturopathic Oncologist,29-1299.01,Naturopathic Physicians
Licensed Naturopathic Oncologist - Join Our Holistic Health Team,Naturopathic Oncologist,29-1299.01,Naturopathic Physicians
Oncology Naturopath - Research & Clinical Practice Opportunity,Naturopathic Oncologist,29-1299.01,Naturopathic Physicians
"Naturopathic Doctor (ND) - Oncology Focus, Full-Time Position",Naturopathic Oncologist,29-1299.01,Naturopathic Physicians
Board-Certified Naturopathic Oncologist - Patient-Centered Care (Seattle),Naturopathic Oncologist,29-1299.01,Naturopathic Physicians
Graduate Research Student - Fully Funded PhD Position (Mechanical Engineering),Graduate Student,25-9044.00,"Teaching Assistants, Postsecondary"
Graduate Student Assistantship - Teaching Opportunity (Biology Department),Graduate Student,25-9044.00,"Teaching Assistants, Postsecondary"
PhD Graduate Student - Research Focus on Artificial Intelligence,Graduate Student,25-9044.00,"Teaching Assistants, Postsecondary"
"Graduate Student Worker - Part-Time, On-Campus Job (Library Services)",Graduate Student,25-9044.00,"Teaching Assistants, Postsecondary"
Fully Funded Graduate Student Position - Master's or PhD in Environmental Science,Graduate Student,25-9044.00,"Teaching Assistants, Postsecondary"
Director of Transitional Care - Case Management (RN Required),Transitional Care Director,11-9151.00,Social and Community Service Managers
Transitional Care Director - Post-Acute Care Services (Leadership Opportunity),Transitional Care Director,11-9151.00,Social and Community Service Managers
Care Transitions Director - Population Health Management,Transitional Care Director,11-9151.00,Social and Community Service Managers
"Director, Transitional Care Services - Home Health & Hospice",Transitional Care Director,11-9151.00,Social and Community Service Managers
Transitional Care Program Director - Social Services & Support (Non-Profit),Transitional Care Director,11-9151.00,Social and Community Service Managers
"Hall Coordinator - Residential Life (Live-In Position, Competitive Salary)",Hall Coordinator,39-9041.00,Residential Advisors
Residence Hall Coordinator - Student Affairs & Housing (Full-Time),Hall Coordinator,39-9041.00,Residential Advisors
Hall Director/Coordinator - University Housing (Student Development Focus),Hall Coordinator,39-9041.00,Residential Advisors
"Coordinator, Hall Operations - Facilities Management (Part-Time, Evening Shift)",Hall Coordinator,39-9041.00,Residential Advisors
"Hall Coordinator - Summer Conference Housing (Seasonal, Temporary Position)",Hall Coordinator,39-9041.00,Residential Advisors
Kitchen Supervisor - Upscale Restaurant (Fine Dining Experience Required),Kitchen Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
Senior Kitchen Supervisor - Food Safety Expertise a Must,Kitchen Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
Kitchen Team Lead/Supervisor - Casual Dining Concept,Kitchen Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
Experienced Kitchen Supervisor Wanted - High-Volume Cafe,Kitchen Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
Assistant Kitchen Supervisor - Luxury Hotel (Culinary Degree Preferred),Kitchen Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
Climate Change Analyst - Policy Development (Master's Degree Required),Climate Analyst,19-2041.01,Climate Change Policy Analysts
"Senior Analyst, Climate Risk - Financial Services Industry",Climate Analyst,19-2041.01,Climate Change Policy Analysts
Climate Analyst (Data Science Focus) - Renewable Energy Sector,Climate Analyst,19-2041.01,Climate Change Policy Analysts
Research Climate Analyst - University Setting (Grant-Funded Position),Climate Analyst,19-2041.01,Climate Change Policy Analysts
Climate Analyst/Modeler - Government Agency (PhD Preferred),Climate Analyst,19-2041.01,Climate Change Policy Analysts
Biochemist - Medicinal Chemistry (Small Molecule Expertise),Biochemist,19-1021.00,Biochemists and Biophysicists
Senior Biochemist - Protein Purification (Biotech Industry),Biochemist,19-1021.00,Biochemists and Biophysicists
Biochemist Research Scientist - Cancer Biology (Postdoctoral Position),Biochemist,19-1021.00,Biochemists and Biophysicists
Biochemist (Enzymology Focus) - Food Processing Company,Biochemist,19-1021.00,Biochemists and Biophysicists
Principal Biochemist - Biodefense Research (Top Secret Clearance Required),Biochemist,19-1021.00,Biochemists and Biophysicists
Professor of Human Development - Tenure Track Position (Child Development Specialty),Human Development Professor,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
Human Development Professor - Online Course Instruction (Master's Degree Required),Human Development Professor,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
"Assistant Professor, Human Development and Family Studies - University Setting",Human Development Professor,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
Associate Professor of Human Development - Research Focus (Grant Writing Experience),Human Development Professor,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
"Professor and Chair, Department of Human Development - Academic Leadership Role",Human Development Professor,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
District Medical Examiner - Forensic Pathology (Board Certification Required),District Medical Examiner,13-1041.06,Coroners
Medical Examiner Investigator - Death Scene Investigation (Crime Scene Experience),District Medical Examiner,13-1041.06,Coroners
Deputy Chief Medical Examiner - Administrative Role (MD/JD Preferred),District Medical Examiner,13-1041.06,Coroners
Forensic Pathologist/Medical Examiner - Government Agency (Expert Testimony Experience),District Medical Examiner,13-1041.06,Coroners
Medical Examiner (Part-Time) - Coroners Office (Flexible Scheduling),District Medical Examiner,13-1041.06,Coroners
Stain Sprayer - 2nd Shift - Furniture Manufacturing,Stain Sprayer,51-7021.00,Furniture Finishers
Experienced Stain Sprayer Wanted - Custom Cabinet Shop,Stain Sprayer,51-7021.00,Furniture Finishers
Stain Sprayer Position Available - Immediate Hire (No Experience Necessary),Stain Sprayer,51-7021.00,Furniture Finishers
Finishing Department: Stain Sprayer - Woodworking Industry,Stain Sprayer,51-7021.00,Furniture Finishers
Stain Sprayer/Lacquer - High-End Furniture Manufacturer (Monday - Friday),Stain Sprayer,51-7021.00,Furniture Finishers
Substation Technician I - Electric Utility Company,Substation Technician,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
Senior Substation Technician - High Voltage Experience Required,Substation Technician,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
Substation Technician (Relay & Control) - Transmission & Distribution,Substation Technician,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
Substation Maintenance Technician - Travel Opportunities Available,Substation Technician,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
Lead Substation Technician - Project Management Experience a Plus,Substation Technician,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
Orientation and Mobility Specialist (O&M) - Blind/Visually Impaired Students,Orientation and Mobility Instructor (O and M Instructor),29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
O&M Instructor - Part-Time Position Available (Summer Session),Orientation and Mobility Instructor (O and M Instructor),29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
Orientation & Mobility Instructor - Work with Adults & Children,Orientation and Mobility Instructor (O and M Instructor),29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
Certified Orientation and Mobility Instructor - Rehabilitation Center,Orientation and Mobility Instructor (O and M Instructor),29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
O&M Specialist - Assistive Technology Experience Desired (Full-Time),Orientation and Mobility Instructor (O and M Instructor),29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
Mental Health Associate - Residential Treatment Center (Youth Focus),Mental Health Associate,29-2053.00,Psychiatric Technicians
Behavioral Health Associate - Inpatient Psychiatric Unit,Mental Health Associate,29-2053.00,Psychiatric Technicians
Mental Health Technician - Crisis Intervention Training Provided,Mental Health Associate,29-2053.00,Psychiatric Technicians
Residential Mental Health Associate - Overnight Shifts Available,Mental Health Associate,29-2053.00,Psychiatric Technicians
Mental Health Associate - Substance Abuse Treatment Facility (Day Shift),Mental Health Associate,29-2053.00,Psychiatric Technicians
Oil Rig Driller - Land Drilling Operations (Texas/Oklahoma),Oil Rig Driller,47-5012.00,"Rotary Drill Operators, Oil and Gas"
Driller - Offshore Oil Rig Experience Required (Gulf of Mexico),Oil Rig Driller,47-5012.00,"Rotary Drill Operators, Oil and Gas"
Senior Driller - Oil & Gas Industry (International Opportunities),Oil Rig Driller,47-5012.00,"Rotary Drill Operators, Oil and Gas"
Rig Driller - Entry-Level Position Available (Training Provided),Oil Rig Driller,47-5012.00,"Rotary Drill Operators, Oil and Gas"
Night Driller - Oil & Gas Drilling Operations (North Dakota),Oil Rig Driller,47-5012.00,"Rotary Drill Operators, Oil and Gas"
Paper Machine Tender - Night Shift (Reliability Focused),Paper Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Entry Level Paper Machine Tender - Training Provided (Day Shift),Paper Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Experienced Paper Machine Tender Wanted - Competitive Pay & Benefits,Paper Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Paper Machine Tender - Coating & Converting Department,Paper Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Senior Paper Machine Tender - Leadership Opportunities Available,Paper Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Freelance Correspondent - News & Current Events (Remote),Correspondent,43-4021.00,Correspondence Clerks
"Correspondent, Investigative Unit - Award-Winning Team",Correspondent,43-4021.00,Correspondence Clerks
Bilingual Correspondent (English/Spanish) - International News Desk,Correspondent,43-4021.00,Correspondence Clerks
Correspondent - Entertainment & Lifestyle (Red Carpet Events),Correspondent,43-4021.00,Correspondence Clerks
Foreign Correspondent - Middle East Bureau (Experienced Journalists Only),Correspondent,43-4021.00,Correspondence Clerks
Customer Service Department Supervisor - Call Center Operations,Customer Service Department Supervisor,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
"Supervisor, Customer Service (Evening Shift) - $55,000/year + Bonus",Customer Service Department Supervisor,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
Customer Service Team Lead - Retail Industry (Full-Time),Customer Service Department Supervisor,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
